,tmp36,mcp9808
timestamp,temperature C,temperature C
423.00287103652954,-18.941089527027025,-14.875
424.00470519065857,-19.637880067567565,-14.875
425.0010361671448,-19.02818834459459,-14.9375
426.0052320957184,-19.55078125,-14.875
427.00470900535583,-19.2894847972973,-14.9375
428.00361609458923,-19.2894847972973,-14.9375
429.0000891685486,-19.376583614864863,-15.0
430.005007982254,-19.11528716216216,-15.0
431.00207805633545,-19.2894847972973,-15.0625
432.0007929801941,-19.11528716216216,-15.0625
433.0005781650543,-19.202385979729726,-15.125
434.00259709358215,-19.55078125,-15.1875
435.00075507164,-19.55078125,-15.125
436.00292015075684,-19.202385979729726,-15.1875
437.0000801086426,-19.11528716216216,-15.25
438.00143599510193,-19.463682432432428,-15.25
439.00555205345154,-19.376583614864863,-15.3125
440.00275015830994,-19.55078125,-15.3125
441.0010471343994,-19.11528716216216,-15.3125
442.0035171508789,-19.202385979729726,-15.4375
443.0006000995636,-18.941089527027025,-15.4375
444.00146198272705,-19.463682432432428,-15.375
445.0043489933014,-19.2894847972973,-15.4375
446.00072503089905,-19.376583614864863,-15.4375
447.00615406036377,-19.202385979729726,-15.4375
448.00267815589905,-19.376583614864863,-15.4375
449.00279116630554,-19.02818834459459,-15.4375
450.0035262107849,-19.02818834459459,-15.5625
451.00531816482544,-19.376583614864863,-15.5625
452.00569200515747,-19.463682432432428,-15.5
453.00200510025024,-19.202385979729726,-15.5625
454.0008590221405,-19.2894847972973,-15.5625
455.00168800354004,-19.2894847972973,-15.5625
456.0042450428009,-19.376583614864863,-15.5625
457.0003390312195,-19.637880067567565,-15.625
458.00564312934875,-19.8120777027027,-15.6875
459.00410318374634,-19.98627533783784,-15.75
460.00124406814575,-19.8120777027027,-15.75
461.0031440258026,-19.463682432432428,-15.75
462.0050871372223,-19.637880067567565,-15.8125
463.003201007843,-18.592694256756758,-15.8125
464.00450015068054,-19.72497888513513,-15.875
465.00206112861633,-19.55078125,-15.875
466.0051929950714,-19.8120777027027,-15.8125
467.003671169281,-19.899176520270267,-15.8125
468.0035171508789,-19.8120777027027,-15.8125
469.0025990009308,-19.637880067567565,-15.875
470.0043840408325,-19.899176520270267,-15.9375
471.00390911102295,-19.55078125,-15.875
472.00194811820984,-19.72497888513513,-15.875
473.00539803504944,-19.899176520270267,-15.9375
474.0007309913635,-19.2894847972973,-15.9375
475.00200510025024,-20.073374155405403,-16.0
476.0055441856384,-19.8120777027027,-15.9375
477.0017170906067,-19.637880067567565,-15.9375
478.0045630931854,-20.16047297297297,-16.0
479.0014410018921,-19.98627533783784,-16.0625
480.0002610683441,-19.55078125,-16.0625
481.005047082901,-20.073374155405403,-16.125
482.0012571811676,-19.899176520270267,-16.0625
483.00080013275146,-19.376583614864863,-16.125
484.0024139881134,-19.8120777027027,-16.125
485.0058560371399,-19.72497888513513,-16.125
486.00575613975525,-19.72497888513513,-16.125
487.00584411621094,-19.899176520270267,-16.1875
488.0031750202179,-19.899176520270267,-16.1875
489.0033621788025,-19.463682432432428,-16.1875
490.00259017944336,-20.16047297297297,-16.25
491.00049805641174,-19.899176520270267,-16.1875
492.00325298309326,-19.8120777027027,-16.1875
493.0046191215515,-19.899176520270267,-16.1875
494.00129318237305,-20.421769425675677,-16.25
495.0022990703583,-20.073374155405403,-16.3125
496.0052661895752,-19.98627533783784,-16.375
497.0034410953522,-19.899176520270267,-16.375
498.0003399848938,-20.16047297297297,-16.375
499.0018889904022,-19.98627533783784,-16.375
500.00437808036804,-19.72497888513513,-16.375
501.0047872066498,-19.899176520270267,-16.4375
502.0029261112213,-19.98627533783784,-16.375
503.0004360675812,-20.16047297297297,-16.4375
504.0041220188141,-20.073374155405403,-16.4375
505.0038471221924,-19.8120777027027,-16.4375
506.0003261566162,-20.073374155405403,-16.5
507.00557708740234,-19.72497888513513,-16.5
508.0024471282959,-19.463682432432428,-16.5
509.0029602050781,-19.98627533783784,-16.5
510.00531220436096,-19.72497888513513,-16.5
511.0017740726471,-19.899176520270267,-16.5
512.0000741481781,-20.24757179054054,-16.5625
513.0021321773529,-20.508868243243242,-16.5
514.002072095871,-19.376583614864863,-16.5625
515.0047240257263,-20.24757179054054,-16.5
516.001837015152,-20.595967060810807,-16.5625
517.0027689933777,-20.24757179054054,-16.5625
518.0045530796051,-19.899176520270267,-16.625
519.0026500225067,-20.334670608108105,-16.6875
520.0026750564575,-20.16047297297297,-16.75
521.0039660930634,-20.508868243243242,-16.75
522.0063061714172,-20.421769425675677,-16.75
523.002580165863,-20.508868243243242,-16.75
524.0050320625305,-20.508868243243242,-16.8125
525.0045831203461,-20.421769425675677,-16.75
526.0054190158844,-20.68306587837838,-16.75
527.0048131942749,-20.68306587837838,-16.75
528.0052900314331,-20.073374155405403,-16.8125
529.0002291202545,-20.24757179054054,-16.8125
530.0033531188965,-20.421769425675677,-16.8125
531.0038740634918,-20.421769425675677,-16.875
532.001501083374,-20.24757179054054,-16.875
533.0031960010529,-20.073374155405403,-16.9375
534.0055220127106,-20.94436233108108,-16.875
535.001736164093,-20.595967060810807,-16.875
536.0042150020599,-20.421769425675677,-16.875
537.0005040168762,-20.16047297297297,-16.875
538.0049920082092,-20.595967060810807,-16.875
539.002279996872,-20.595967060810807,-16.9375
540.0004961490631,-20.334670608108105,-17.0
541.0028140544891,-20.421769425675677,-16.9375
542.0030920505524,-20.24757179054054,-17.0
543.0001001358032,-20.334670608108105,-17.0
544.0023281574249,-20.334670608108105,-16.9375
545.0059480667114,-20.595967060810807,-17.0
546.0038352012634,-20.508868243243242,-17.0
547.0002791881561,-20.595967060810807,-17.0
548.0046031475067,-20.595967060810807,-17.0
549.0012819766998,-20.595967060810807,-17.0625
550.0033071041107,-20.508868243243242,-17.0625
551.0055270195007,-20.85726351351351,-17.0625
552.0039851665497,-20.334670608108105,-17.125
553.003445148468,-20.24757179054054,-17.1875
554.0044901371002,-20.16047297297297,-17.125
555.0048441886902,-20.421769425675677,-17.125
556.001785993576,-20.595967060810807,-17.1875
557.0003521442413,-20.334670608108105,-17.1875
558.0050840377808,-20.24757179054054,-17.1875
559.0013501644135,-20.334670608108105,-17.25
560.0019950866699,-20.508868243243242,-17.25
561.0028810501099,-20.334670608108105,-17.25
562.0039250850677,-20.595967060810807,-17.25
563.0042490959167,-20.508868243243242,-17.25
564.0007951259613,-19.8120777027027,-17.25
565.0037820339203,-20.334670608108105,-17.25
566.0052220821381,-20.421769425675677,-17.3125
567.0020930767059,-20.334670608108105,-17.3125
568.0039060115814,-20.595967060810807,-17.25
569.0011620521545,-20.508868243243242,-17.3125
570.0029110908508,-20.595967060810807,-17.375
571.0036370754242,-20.85726351351351,-17.3125
572.0003101825714,-21.292757601351347,-17.3125
573.0034871101379,-21.031461148648646,-17.3125
574.0035572052002,-20.85726351351351,-17.3125
575.0026800632477,-20.68306587837838,-17.375
576.0003311634064,-20.073374155405403,-17.375
577.0042371749878,-20.68306587837838,-17.375
578.0031611919403,-20.595967060810807,-17.4375
579.001471042633,-21.031461148648646,-17.4375
580.0040521621704,-20.68306587837838,-17.4375
581.0034401416779,-20.595967060810807,-17.4375
582.0017461776733,-21.205658783783782,-17.5
583.0054349899292,-20.94436233108108,-17.5
584.0009560585022,-20.770164695945944,-17.5
585.0018181800842,-20.68306587837838,-17.5625
586.0007281303406,-20.94436233108108,-17.5625
587.0023801326752,-20.85726351351351,-17.5625
588.0043749809265,-20.68306587837838,-17.5625
589.0001821517944,-20.770164695945944,-17.5625
590.001914024353,-20.595967060810807,-17.625
591.0028309822083,-21.205658783783782,-17.625
592.003319978714,-21.031461148648646,-17.5625
593.0059959888458,-20.94436233108108,-17.625
594.0003950595856,-21.118559966216218,-17.6875
595.0047731399536,-21.031461148648646,-17.6875
596.0013899803162,-20.770164695945944,-17.625
597.0052680969238,-20.770164695945944,-17.6875
598.002758026123,-20.770164695945944,-17.625
599.0028910636902,-21.292757601351347,-17.625
600.0003991127014,-20.68306587837838,-17.6875
601.0011940002441,-20.770164695945944,-17.75
602.0055379867554,-20.770164695945944,-17.75
603.0007860660553,-20.85726351351351,-17.75
604.0048639774323,-20.68306587837838,-17.75
605.0007472038269,-21.031461148648646,-17.8125
606.0054471492767,-21.118559966216218,-17.8125
607.0028121471405,-21.292757601351347,-17.8125
608.0028080940247,-20.595967060810807,-17.8125
609.0056500434875,-20.68306587837838,-17.8125
610.004664182663,-21.37985641891892,-17.875
611.0021641254425,-20.85726351351351,-17.875
612.001876115799,-20.85726351351351,-17.875
613.0045599937439,-21.205658783783782,-17.9375
614.0059111118317,-21.205658783783782,-17.9375
615.0036220550537,-20.595967060810807,-17.9375
616.0023820400238,-20.85726351351351,-17.9375
617.0034720897675,-21.64115287162162,-17.9375
618.0029661655426,-20.94436233108108,-17.875
619.0056171417236,-20.770164695945944,-17.9375
620.0019280910492,-21.031461148648646,-17.9375
621.0026791095734,-20.94436233108108,-17.9375
622.0030281543732,-20.85726351351351,-17.9375
